,id,rating score,review score
0,0,0.7625,0.395957340247
1,1,0.8875,0.288254758512
2,2,0.8875,0.365876541501
3,3,0.8375,0.412841916887
4,4,0.8875,0.359177979044
5,5,0.8375,0.385777579422
6,6,0.7625,0.322549912361
7,7,0.8875,0.351817998842
8,8,0.8375,0.386676433953
9,9,0.8375,0.203452225973
10,10,0.8875,0.37269179265
11,11,0.8875,0.349363802748
12,12,0.8375,0.184843656609
13,13,0.8875,0.450615000052
14,14,0.8375,0.219755343772
15,15,0.7625,0.385848784536
16,0,0.813333333333,0.342833314668
17,1,0.826666666667,0.440161946385
18,2,0.693333333333,0.10262284461
19,3,0.826666666667,0.270164096028
20,4,0.826666666667,0.31648472514
21,5,0.546666666667,0.231604693629
22,6,0.826666666667,0.304050152696
23,7,0.826666666667,0.290924000153
24,8,0.826666666667,0.339755231759
25,9,0.826666666667,0.340850133712
26,10,0.826666666667,0.339375167706
27,11,0.373333333333,0.316483622196
28,12,0.813333333333,0.278135834334
29,13,0.813333333333,0.214815569703
30,14,0.813333333333,0.399364415898
31,0,0.8,0.289668182752
32,1,0.8,0.417750111575
33,2,0.8,0.294653515619
34,3,0.4,0.278694057082
35,4,0.8,0.41259069312
36,5,0.8,0.371137818257
37,0,0.84,0.290372708362
38,1,0.96,0.183429960527
39,2,0.96,0.191876984077
40,3,0.96,0.214750676958
41,4,0.96,0.307795230188
42,0,0.919047619048,0.450117508165
43,1,0.919047619048,0.471949908762
44,2,0.919047619048,0.35658466667
45,3,0.919047619048,0.427109079319
46,4,0.919047619048,0.449208090815
47,5,0.919047619048,0.451681199467
48,6,0.680952380952,0.164865458222
49,7,0.919047619048,0.372469641091
50,8,0.852380952381,0.44169468536
51,9,0.852380952381,0.490702870458
52,10,0.852380952381,0.42474292703
53,11,0.852380952381,0.404082868699
54,12,0.852380952381,0.281959964706
55,13,0.919047619048,0.410333467346
56,14,0.919047619048,0.448141439506
57,15,0.919047619048,0.351176365108
58,16,0.919047619048,0.463451054839
59,17,0.680952380952,0.449955205932
60,18,0.919047619048,0.457396957333
61,19,0.919047619048,0.409950161282
62,20,0.919047619048,0.47861344257
63,21,0.919047619048,0.325937257703
64,22,0.919047619048,0.343901275611
65,23,0.919047619048,0.290967325954
66,24,0.852380952381,0.415689776068
67,25,0.852380952381,0.473454797891
68,26,0.852380952381,0.366593351108
69,27,0.919047619048,0.46756841866
70,28,0.852380952381,0.286164374063
71,29,0.919047619048,0.451792258381
72,30,0.919047619048,0.314834184762
73,31,0.919047619048,0.471065074414
74,32,0.919047619048,0.483396877253
75,33,0.919047619048,0.33402049102
76,34,0.919047619048,0.246252008969
77,35,0.680952380952,0.453697458775
78,36,0.919047619048,0.493091546119
79,37,0.919047619048,0.343901275611
80,38,0.919047619048,0.371614306047
81,39,0.852380952381,0.46985338977
82,40,0.919047619048,0.276517182768
83,41,0.852380952381,0.475453474439
84,0,0.814545454545,0.504527851541
85,1,0.814545454545,0.113525512388
86,2,0.949090909091,0.271363442774
87,3,0.814545454545,0.42031351574
88,4,0.949090909091,0.476810367715
89,5,0.949090909091,0.472234051081
90,6,0.949090909091,0.365728779414
91,7,0.949090909091,0.412765568892
92,8,0.949090909091,0.490450586107
93,9,0.949090909091,0.386870035742
94,10,0.814545454545,0.3730282125
95,11,0.949090909091,0.454000337434
96,12,0.949090909091,0.451562648619
97,13,0.949090909091,0.495762158272
98,14,0.814545454545,0.339300651266
99,15,0.949090909091,0.417191653978
100,16,0.949090909091,0.38334302015
101,17,0.949090909091,0.418339055544
102,18,0.949090909091,0.245992966311
103,19,0.949090909091,0.384473536702
104,20,0.949090909091,0.114690872654
105,21,0.949090909091,0.426061378044
106,22,0.949090909091,0.36134340348
107,23,0.949090909091,0.49927496734
108,24,0.949090909091,0.363636521915
109,25,0.250909090909,0.378985339234
110,26,0.949090909091,0.389655138154
111,27,0.949090909091,0.438612552769
112,28,0.949090909091,0.310877773671
113,29,0.949090909091,0.337155476206
114,30,0.949090909091,0.337464777747
115,31,0.949090909091,0.182540296525
116,32,0.949090909091,0.429379489782
117,33,0.949090909091,0.405125785599
118,34,0.949090909091,0.450226382404
119,35,0.949090909091,0.349282144212
120,36,0.949090909091,0.244438444242
121,37,0.949090909091,0.462671402127
122,38,0.814545454545,0.4161867881
123,39,0.949090909091,0.33797973252
124,40,0.949090909091,0.410256410782
125,41,0.949090909091,0.490139580946
126,42,0.949090909091,0.477228966505
127,43,0.949090909091,0.519290733672
128,44,0.949090909091,0.499962444133
129,45,0.949090909091,0.278190140385
130,46,0.949090909091,0.410227206759
131,47,0.949090909091,0.486266849127
132,48,0.949090909091,0.402603414925
133,49,0.443636363636,0.428895929128
134,50,0.949090909091,0.438536447007
135,51,0.949090909091,0.453828011346
136,52,0.949090909091,0.38041209743
137,53,0.814545454545,0.00160081982968
138,54,0.949090909091,0.414947011682
139,0,1.0,0.0
140,0,0.895652173913,0.438525502699
141,1,0.886956521739,0.392081651774
142,2,0.886956521739,0.469434206095
143,3,0.895652173913,0.457414717563
144,4,0.704347826087,0.37998930661
145,5,0.886956521739,0.388360000125
146,6,0.895652173913,0.485156552669
147,7,0.895652173913,0.222442713945
148,8,0.895652173913,0.450144109733
149,9,0.895652173913,0.369879987508
150,10,0.895652173913,0.462751049767
151,11,0.895652173913,0.207881827384
152,12,0.886956521739,0.354088217505
153,13,0.886956521739,0.401654707824
154,14,0.886956521739,0.457981865111
155,15,0.886956521739,0.306135754282
156,16,0.895652173913,0.440726094533
157,17,0.886956521739,0.374888247108
158,18,0.895652173913,0.407190546013
159,19,0.895652173913,0.403960267862
160,20,0.886956521739,0.527623690058
161,21,0.886956521739,0.20940302312
162,22,0.895652173913,0.472258540187
163,0,0.826666666667,0.428381097855
164,1,0.76,0.199343990677
165,2,0.826666666667,0.280474930689
166,3,0.826666666667,0.262583365901
167,4,0.826666666667,0.370990773604
168,5,0.76,0.236745622622
169,6,0.76,0.378378803027
170,7,0.76,0.398982165027
171,8,0.826666666667,0.381414360109
172,9,0.76,0.298862372127
173,10,0.44,0.229556368173
174,11,0.76,0.435117266402
175,12,0.76,0.320724594349
176,13,0.76,0.40394461875
177,14,0.613333333333,0.412165126872
178,0,0.714798206278,0.273648086582
179,1,0.64932735426,0.39116775957
180,2,0.812556053812,0.316965521955
181,3,0.766816143498,0.385405770423
182,4,0.64932735426,0.221709510432
183,5,0.64932735426,0.349540225147
184,6,0.812556053812,0.356185218206
185,7,0.485201793722,0.409369801324
186,8,0.766816143498,0.142939845112
187,9,0.812556053812,0.346860098445
188,10,0.812556053812,0.429966897363
189,11,0.64932735426,0.426283496664
190,12,0.812556053812,0.471451590222
191,13,0.766816143498,0.238080668442
192,14,0.812556053812,0.482669561714
193,15,0.64932735426,0.435204580332
194,16,0.64932735426,0.405827897528
195,17,0.64932735426,0.408971673095
196,18,0.812556053812,0.234560940208
197,19,0.812556053812,0.43889173378
198,20,0.766816143498,0.292076658989
199,21,0.812556053812,0.255963731634
200,22,0.714798206278,0.408821438098
201,23,0.766816143498,0.298736180453
202,24,0.812556053812,0.52620881232
203,25,0.64932735426,0.412822815643
204,26,0.714798206278,0.387550411717
205,27,0.812556053812,0.202603833362
206,28,0.812556053812,0.371904395904
207,29,0.64932735426,0.467565773179
208,30,0.714798206278,0.336312453725
209,31,0.812556053812,0.486595772197
210,32,0.812556053812,0.121734256503
211,33,0.766816143498,0.427069234737
212,34,0.714798206278,0.425596843811
213,35,0.64932735426,0.341790634234
214,36,0.714798206278,0.233368812018
215,37,0.714798206278,0.41461748116
216,38,0.485201793722,0.477704762261
217,39,0.766816143498,0.386759975824
218,40,0.714798206278,0.424590343705
219,41,0.766816143498,0.221536416653
220,42,0.766816143498,0.42933528618
221,43,0.64932735426,0.320095199584
222,44,0.812556053812,0.410777593585
223,45,0.812556053812,0.497657520906
224,46,0.812556053812,0.0426345864548
225,47,0.485201793722,0.412383864196
226,48,0.485201793722,0.148257634974
227,49,0.714798206278,0.454948038499
228,50,0.766816143498,0.526263094381
229,51,0.714798206278,0.328953960859
230,52,0.766816143498,0.497973231802
231,53,0.812556053812,0.398348171329
232,54,0.812556053812,0.0843229259752
233,55,0.766816143498,0.404312386659
234,56,0.812556053812,0.363458455798
235,57,0.812556053812,0.327617044731
236,58,0.812556053812,0.43949407791
237,59,0.485201793722,0.469337171289
238,60,0.485201793722,0.219743023419
239,61,0.812556053812,0.306383473421
240,62,0.766816143498,0.456045234243
241,63,0.485201793722,0.383292234912
242,64,0.812556053812,0.384028588858
243,65,0.485201793722,0.351613893542
244,66,0.64932735426,0.492571760259
245,67,0.714798206278,0.347004538664
246,68,0.714798206278,0.403089109197
247,69,0.64932735426,0.34609705029
248,70,0.714798206278,0.410024920541
249,71,0.766816143498,0.3903083228
250,72,0.485201793722,0.209199606752
251,73,0.766816143498,0.198564502363
252,74,0.812556053812,0.408452667869
253,75,0.714798206278,0.370840475675
254,76,0.485201793722,0.327371378954
255,77,0.812556053812,0.349003040577
256,78,0.812556053812,0.26051623494
257,79,0.766816143498,0.393241049787
258,80,0.766816143498,0.26376871224
259,81,0.812556053812,0.42744538447
260,82,0.812556053812,0.495324291399
261,83,0.714798206278,0.383414700372
262,84,0.812556053812,0.43912446544
263,85,0.812556053812,0.458668824206
264,86,0.714798206278,0.35475759424
265,87,0.64932735426,0.194499303091
266,88,0.766816143498,0.457665448211
267,89,0.714798206278,0.40692474344
268,90,0.812556053812,0.131709894185
269,91,0.812556053812,0.436892614913
270,92,0.714798206278,0.378343173587
271,93,0.812556053812,0.436231456683
272,94,0.714798206278,0.34670540379
273,95,0.766816143498,0.35908225246
274,96,0.766816143498,0.447839612878
275,97,0.812556053812,0.446072068919
276,98,0.812556053812,0.455275952978
277,99,0.714798206278,0.416721457856
278,100,0.812556053812,0.460438808411
279,101,0.714798206278,0.43199405148
280,102,0.812556053812,0.476461716312
281,103,0.812556053812,0.443114780555
282,104,0.812556053812,0.438665167146
283,105,0.714798206278,0.456128469218
284,106,0.485201793722,0.201157396994
285,107,0.812556053812,0.504259526611
286,108,0.714798206278,0.115129336811
287,109,0.766816143498,0.297880446512
288,110,0.812556053812,0.40696203987
289,111,0.812556053812,0.380323919518
290,112,0.812556053812,0.452424365588
291,113,0.766816143498,0.426181919098
292,114,0.714798206278,0.197944422164
293,115,0.714798206278,0.403067007552
294,116,0.812556053812,0.420812409904
295,117,0.714798206278,0.299918336144
296,118,0.766816143498,0.500362003461
297,119,0.766816143498,0.317347999994
298,120,0.812556053812,0.447989600986
299,121,0.812556053812,0.390170990235
300,122,0.714798206278,0.426515465568
301,123,0.766816143498,0.101757362745
302,124,0.485201793722,0.169660525976
303,125,0.766816143498,0.519169512735
304,126,0.714798206278,0.27027752914
305,127,0.812556053812,0.442522635652
306,128,0.766816143498,0.43205525656
307,129,0.812556053812,0.28374822635
308,130,0.812556053812,0.348297055256
309,131,0.714798206278,0.38555454796
310,132,0.766816143498,0.210338630213
311,133,0.812556053812,0.503817106482
312,134,0.714798206278,0.446083352743
313,135,0.812556053812,0.306038463589
314,136,0.766816143498,0.448306667243
315,137,0.766816143498,0.440793622715
316,138,0.812556053812,0.216690695416
317,139,0.812556053812,0.337345328392
318,140,0.714798206278,0.129108768033
319,141,0.714798206278,0.456093211473
320,142,0.766816143498,0.542266377714
321,143,0.714798206278,0.403347329434
322,144,0.812556053812,0.494721589854
323,145,0.64932735426,0.491184101649
324,146,0.812556053812,0.459241109558
325,147,0.485201793722,0.376977070611
326,148,0.766816143498,0.154236742289
327,149,0.766816143498,0.238062363791
328,150,0.714798206278,0.286364499055
329,151,0.812556053812,0.327460754343
330,152,0.812556053812,0.267829182955
331,153,0.714798206278,0.420881919961
332,154,0.714798206278,0.447302888913
333,155,0.766816143498,0.341609145502
334,156,0.812556053812,0.510987218366
335,157,0.812556053812,0.315074263109
